EPA Facility ID,Has Accident,Accident Count,Accident History ID,Date of Accident,Time Accident Began,NAICS Code of Process Involved,NAICS Description,Release Duration (Hours),Release Duration (Minutes),Gas Release,Liquid Spill/Evaporation,Fire,Explosion,Uncontrolled/Runaway Reaction,Storage Vessel,Piping,Process Vessel,Transfer Hose,Valve,Pump,Joint,Other Release Source,Wind Speed,Wind Speed Units,Wind Direction,Temperature,Atmospheric Stability Class,Precipitation Present,Unknown Weather Conditions,Employee/Contractor Deaths,Public Responder Deaths,Public Deaths,Employee/Contractor Injuries,Public Responder Injuries,Public Injuries,On-Site Property Damage ($),Off-Site Deaths,Off-Site Hospitalizations,Off-Site Public Deaths,Off-Site Other Medical Treatments,Evacuated,Sheltered-in-Place,Off-Site Property Damage ($),Fish or Animal Kills,"Tree, Lawn, Shrub, or Crop Damage",Water Contamination,Soil Contamination,Other Environmental Damage,Initiating Event,Contributing - Equipment Failure,Contributing - Human Error,Contributing - Improper Procedures,Contributing - Overpressurization,Contributing - Upset Condition,Contributing - By-Pass Condition,Contributing - Maintenance Activity/Inactivity,Contributing - Process Design Failure,Contributing - Unsuitable Equipment,Contributing - Unusual Weather Condition,Contributing - Management Error,Contributing - Other,Off-Site Responders Notified,Change - Improved/Upgraded Equipment,Change - Revised Maintenance,Change - Revised Training,Change - Revised Operating Procedures,Change - New Process Controls,Change - New Mitigation Systems,Change - Revised Emergency Response Plan,Change - Changed Process,Change - Reduced Inventory,Change - None,Change - Other,Quantity Released (lbs),Percent Weight,Chemical Name,CAS Number,Flammable/Toxic
100000092222,Yes,1,1,Aug-07,10:50,311612,Meat Processed from Carcasses,000,03,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,1,0,0,1,0,0,0,1,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,,,,
100000092339,Yes,1,1,May-20,5:15,42491,Farm Supplies Merchant Wholesalers,002,30,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nurse tank,4,Miles/h,NNW,44,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,9,0,N/A,N/A,N/A,Yes,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,450,99,Ammonia (anhydrous),7664-41-7,Toxic
100000092393,Yes,1,1,Apr-20,15:55,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Applicator machine valve,6,Miles/h,SSE,53,D,N/A,N/A,0,0,0,1,0,0,0,0,1,0,0,0,0,0,N/A,N/A,N/A,N/A,None,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,positioning of repair personnel,1,99,Ammonia (anhydrous),7664-41-7,Toxic
100000094943,Yes,1,1,Apr-14,10:30,42491,Farm Supplies Merchant Wholesalers,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,N/A,N/A,80,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Make sure hose is completely bled off,2,99,Ammonia (anhydrous),7664-41-7,Toxic
100000095452,Yes,1,1,Apr-23,11:00,42451,Grain and Field Bean Merchant,000,01,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,15,Miles/h,S,48,A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1652,99,Ammonia (anhydrous),7664-41-7,Toxic
100000095577,Yes,1,1,Aug-06,23:00,42491,Farm Supplies Merchant Wholesalers,000,10,Yes,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,5,Miles/h,NE,72,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,Yes,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139,,Ammonia (anhydrous),7664-41-7,Toxic
100000096638,Yes,1,1,Oct-17,8:15,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Raven Cooler on Tool Bar Applicator,7,Miles/h,SE,18,F,N/A,N/A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N/A,N/A,N/A,N/A,none,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,100,Ammonia (anhydrous),7664-41-7,Toxic
100000099519,Yes,1,1,Jan-21,10:00,42491,Farm Supplies Merchant Wholesalers,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,13,Miles/h,ESE,32,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1,100,Ammonia (anhydrous),7664-41-7,Toxic
100000099751,Yes,1,1,Jun-21,8:00,42491,Farm Supplies Merchant Wholesalers,000,35,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,4,Miles/h,SW,80,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300,100,Ammonia (anhydrous),7664-41-7,Toxic
100000099797,Yes,2,1,May-17,20:30,42491,Farm Supplies Merchant Wholesalers,000,25,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,13,Miles/h,SSW,80,E,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Natural(Weather Conditions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,5,100,Ammonia (anhydrous),7664-41-7,Toxic
100000099797,Yes,2,2,Nov-16,13:30,42491,Farm Supplies Merchant Wholesalers,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,6,Miles/h,E,62,E,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",,,,,,,,,,,,,,,,
100000101061,Yes,1,1,Dec-16,9:55,325311,Nitrogenous Fertilizer Manufacturing,000,22,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Instrumentation,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",,,,,,,,,,,,,,,,
100000107341,Yes,2,1,Oct-09,9:40,42491,Farm Supplies Merchant Wholesalers,004,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000 gallon portable nurse tank,5,Miles/h,N,46,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,4,500,50,0,N/A,N/A,N/A,N/A,none claimed,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,act of theft and vandalism,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thieves circumvented locking valve,3965,99,Ammonia (anhydrous),7664-41-7,Toxic
100000107341,Yes,2,2,Jul-07,6:30,42491,Farm Supplies Merchant Wholesalers,000,30,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,NW,60,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,2,0,0,0,N/A,N/A,N/A,N/A,Vaporized into the air,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Theft for methamphetamine production,,,,,,,,,,,,,,,,,
100000110998,Yes,1,1,Sep-11,10:30,22132,Sewage Treatment Facilities,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000112362,Yes,1,1,Oct-96,13:15,31161,Animal Slaughtering and Processing,000,45,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,5,Miles/h,S,75,B,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000114976,Yes,1,1,Aug-20,13:00,42491,Farm Supplies Merchant Wholesalers,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,8,Miles/h,SW,92,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Ammonia (anhydrous),7664-41-7,Toxic
100000121824,Yes,1,1,Jul-23,9:45,42491,Farm Supplies Merchant Wholesalers,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,1,Miles/h,SE,80,A,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,99,Ammonia (anhydrous),7664-41-7,Toxic
100000130477,Yes,1,1,Aug-18,15:00,31152,Ice Cream and Frozen Dessert,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,15,100,Ammonia (anhydrous),7664-41-7,Toxic
100000134687,Yes,1,1,Jun-09,13:45,42491,Farm Supplies Merchant Wholesalers,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,8,Miles/h,NE,75,B,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,Yes,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The pipe was being replace and a,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1866,100,Ammonia (anhydrous),7664-41-7,Toxic
100000151792,Yes,1,1,May-23,13:50,42491,Farm Supplies Merchant Wholesalers,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,13,Miles/h,SSE,79,F,N/A,N/A,0,0,0,1,0,0,0,0,1,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1,100,Ammonia (anhydrous),7664-41-7,Toxic
100000153353,Yes,1,1,Mar-15,7:00,325199,All Other Basic Organic Chemical,000,20,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,6.9,Miles/h,ENE,35,N,N/A,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,55,29,Ammonia (conc 20% or greater),7664-41-7,Toxic
100000154557,Yes,1,1,Jun-16,11:45,42491,Farm Supplies Merchant Wholesalers,004,00,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Believed to be due to vandalism,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,499,80,Ammonia (anhydrous),7664-41-7,Toxic
100000166802,Yes,1,1,Jul-16,6:30,42491,Farm Supplies Merchant Wholesalers,008,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,NNW,70,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,486,N/A,Yes,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12905,99,Ammonia (anhydrous),7664-41-7,Toxic
100000168043,Yes,1,1,Jun-97,22:30,42291,Farm Supplies Wholesalers,002,00,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nurse Tank,,Meters/second,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,80,0,0,Yes,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vandalism,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,4420,,Ammonia (anhydrous),7664-41-7,Toxic
100000173616,Yes,1,1,Sep-07,1:51,11511,Support Activities for Crop Production,004,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,3,Miles/h,W,65,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,80,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Theft/vandalism,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Investigation and added controls,4800,99,Ammonia (anhydrous),7664-41-7,Toxic
100000177747,Yes,1,1,Jun-17,16:13,311612,Meat Processed from Carcasses,001,23,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,13.8,Miles/h,SW,82,C,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3500,100,Ammonia (anhydrous),7664-41-7,Toxic
100000179326,Yes,1,1,Dec-01,20:45,311612,Meat Processed from Carcasses,000,45,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,D,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1050,,Ammonia (anhydrous),7664-41-7,Toxic
100000189627,Yes,1,1,Nov-23,9:50,44422,"Nursery, Garden Center, and Farm",000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,6,Miles/h,NE,42,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Review Training with affected employee,1,100,Ammonia (anhydrous),7664-41-7,Toxic
100000210979,Yes,1,1,Oct-16,15:22,325193,Ethyl Alcohol Manufacturing,006,00,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"transportation container, not for storage",6.9,Miles/h,N/A,63,N,N/A,N/A,1,0,0,0,0,0,1000000,1,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000226294,Yes,1,1,Mar-19,16:06,325193,Ethyl Alcohol Manufacturing,019,00,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,10.4,Miles/h,N,43,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6243,100,Ammonia (anhydrous),7664-41-7,Toxic
100000228915,Yes,1,1,Aug-22,9:30,42491,Farm Supplies Merchant Wholesalers,002,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,5,Miles/h,NW,72,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Ammonia (anhydrous),7664-41-7,Toxic
100000229246,Yes,2,1,Sep-23,3:35,325311,Nitrogenous Fertilizer Manufacturing,000,01,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,S,62,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Evaluating change in policy and,1,99,Ammonia (anhydrous),7664-41-7,Toxic
100000229246,Yes,2,2,Sep-23,15:05,325311,Nitrogenous Fertilizer Manufacturing,001,21,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,7,Miles/h,SE,78,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,99,Ammonia (anhydrous),7664-41-7,Toxic
100000235596,Yes,1,1,Oct-24,6:35,311991,Perishable Prepared Food,001,50,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,E,47,C,N/A,N/A,0,0,0,0,0,0,368000,0,0,0,0,420,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4656,15,Ammonia (anhydrous),7664-41-7,Toxic
100000252503,Yes,1,1,Sep-23,13:50,32512,Industrial Gas Manufacturing,000,01,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,3,Miles/h,N,70,F,N/A,N/A,0,0,0,2,0,0,280000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2585,,Methane,74-82-8,Flammable
100000023583,Yes,2,1,Aug-15,6:30,42491,Farm Supplies Merchant Wholesalers,002,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,2,Miles/h,NE,50,E,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1340,99,Ammonia (anhydrous),7664-41-7,Toxic
100000023583,Yes,2,2,Sep-14,6:45,42491,Farm Supplies Merchant Wholesalers,000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NH3 chisel,6,Miles/h,E,54,B,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",,,,,,,,,,,,,,,,
100000087808,Yes,4,1,Mar-20,6:30,32211,Pulp Mills,007,33,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100,Chlorine,7782-50-5,Toxic
100000087808,Yes,4,2,Jan-20,10:00,32211,Pulp Mills,012,44,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lurgi scrubber stack and Lurgi building,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,55,100,Chlorine,7782-50-5,Toxic
100000087808,Yes,4,3,Sep-19,7:00,32211,Pulp Mills,011,40,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,"Lurgi scrubber stack, Lurgi building roof",,N/A,N/A,,N,N/A,Yes,0,0,0,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,171,100,Chlorine,7782-50-5,Toxic
100000087808,Yes,4,4,Apr-18,17:10,32211,Pulp Mills,000,08,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Purge line,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Release from split in purge line.,"No, not notified",,,,,,,,,,,,,,,,
100000089931,Yes,1,1,Apr-97,8:40,22132,Sewage Treatment Facilities,000,10,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,1.2,Meters/second,WNW,47,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000132171,Yes,1,1,Mar-95,10:30,325188,All Other Basic Inorganic Chemical,000,08,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,8.9,Meters/second,SW,50,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,None,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,100,Ammonia (anhydrous),7664-41-7,Toxic
100000153834,Yes,1,1,Sep-22,0:35,325312,Phosphatic Fertilizer Manufacturing,035,00,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,4.4,Miles/h,SE,59,F,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Aqueous  ammonia was recovered,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,
